ticker,date,time,title,compound,pos,neu,neg
AMZN,2025-05-09,11:17AM,"Buy, Sell or Hold JD.com Stock? Key Tips Ahead of Q1 Earnings",0.0,0.0,1.0,0.0
AMZN,2025-05-09,11:27AM,Google Is Betting Big on Nuclear Reactors-Should You?,0.0,0.0,1.0,0.0
AMZN,2025-05-10,02:00PM,3 Top Tech Stocks to Buy in May,0.2023,0.231,0.769,0.0
AMZN,2025-05-10,03:03AM,Amazon Launches 27 Satellites in First Challenge to SpaceX and Starlink,0.25,0.25,0.75,0.0
AMZN,2025-05-10,04:25AM,Where Will Amazon Stock Be in 1 Year?,0.1779,0.221,0.779,0.0
AMZN,2025-05-10,05:35AM,2 No-Brainer Reasons Why Amazon Is a Must-Own Stock,0.1779,0.221,0.779,0.0
AMZN,2025-05-10,06:45AM,2 No-Brainer Warren Buffett Stocks to Buy Now,0.0,0.0,1.0,0.0
AMZN,2025-05-10,07:00AM,MarketBeat Week in Review - 05/05 - 05/09,0.0,0.0,1.0,0.0
AMZN,2025-05-10,07:15AM,Here's The Reason Goldman Sachs Is Bullish On MercadoLibre Stock,0.0,0.0,1.0,0.0
AMZN,2025-05-10,08:00AM,For Exhausted Stock Market Pros the Choice Is Buy or Stay Home,-0.3612,0.0,0.815,0.185
AMZN,2025-05-10,11:12AM,3 Top Warren Buffett Stocks to Buy Right Now,0.2023,0.205,0.795,0.0
AMZN,2025-05-11,01:30PM,"Amazon-Backed Glacier's $16M Funding Boosts AI Robots Capable Of Sorting 30+ Material Types, Transforming Recycling Industry",0.5994,0.259,0.741,0.0
AMZN,2025-05-11,02:19PM,Nasdaq Recovery: 3 Artificial Intelligence (AI) Stocks That Are Still Too Cheap to Ignore,0.1531,0.187,0.663,0.151
AMZN,2025-05-11,04:42AM,"The Ultimate Growth Stock to Buy With $1,000 Right Now",0.3818,0.224,0.776,0.0
AMZN,2025-05-11,04:46AM,My 3 Top Stocks Down 20% or More to Buy Hand Over Fist Right Now,0.6444,0.305,0.695,0.0
AMZN,2025-05-11,05:00AM,"Billionaire Investor Bill Miller, Who Beat the S&P 500 Index for 15 Consecutive Years, Says Buy Amazon and Sell Tesla",0.1779,0.082,0.918,0.0
AMZN,2025-05-11,05:51AM,Is Amazon Stock a Long-Term Buy?,0.1779,0.298,0.702,0.0
AMZN,2025-05-11,06:10PM,"The Best Stocks to Invest $1,000 in Right Now",0.6369,0.344,0.656,0.0
AMZN,2025-05-11,07:01PM,'The Game Is Rigged' Says Kevin O'Leary On Credit Card Points. He Claims They're Inflating Faster Than The Dollar And Always Cashes Out Fast,0.0258,0.096,0.812,0.092
AMZN,2025-05-11,10:00AM,Amazon offers peek at new human jobs in an AI bot world,0.1779,0.134,0.866,0.0
AMZN,2025-05-12,01:37PM,Amazon Stock Surges After Tariff Relief,0.5859,0.545,0.455,0.0
AMZN,2025-05-12,01:58PM,"Final Trades: Citigroup, Truist Financial and Amazon",0.1779,0.221,0.779,0.0
AMZN,2025-05-12,02:26PM,"Stock market today: Dow gains 1,000 points, while S&P 500, Nasdaq surge as US-China deal spurs a rush into stocks",0.34,0.118,0.882,0.0
AMZN,2025-05-12,02:30PM,"These Stocks Are Moving the Most Today: Amazon, Nvidia, Tesla, Alibaba, Eli Lilly, Pfizer, NRG Energy, Newmont, and More",0.4728,0.193,0.807,0.0
AMZN,2025-05-12,03:04PM,Amazon says 130 million U.S. customers are watching Prime Video with ads,0.1779,0.134,0.866,0.0
AMZN,2025-05-12,03:05PM,"Stocks to Watch Monday: Apple, Nvidia, Broadcom, Shopify",0.0,0.0,1.0,0.0
AMZN,2025-05-12,03:58PM,Amazon Prime Video's Mike Hopkins on streaming wars,-0.4404,0.15,0.531,0.319
AMZN,2025-05-12,04:00PM,"Stock market today: Dow jumps 1,100 points, S&P 500 and Nasdaq surge after US-China tariff rollback triggers buying spree",0.0,0.0,1.0,0.0
AMZN,2025-05-12,04:11PM,Stock Market Today: Dow Jones Rockets As Trump Makes This China Boast; Bill Ackman Stock Clears Key Level (Live Coverage),0.0772,0.064,0.936,0.0
AMZN,2025-05-12,04:13PM,Amazon.com (AMZN): Cloud and AI Momentum Reinforce Bullish Analyst Outlook,0.0,0.0,1.0,0.0
AMZN,2025-05-12,04:17PM,"These Stocks Moved the Most Today: Amazon, Nvidia, Tesla, Alibaba, Eli Lilly, Pfizer, NRG Energy, Newmont, and More",0.4728,0.203,0.797,0.0
AMZN,2025-05-12,04:30PM,Jeff Bezos Built A $1.97 Trillion Empire By Putting Truth Before ComfortHere's Why He Thinks That's What Separates Great Companies From The Rest,0.7506,0.242,0.758,0.0
AMZN,2025-05-12,04:52AM,Billionaire Chase Coleman Has 68% of His $24.5 Billion Portfolio Invested in 10 Stocks. Here's the Best of the Bunch.,0.6369,0.181,0.819,0.0
AMZN,2025-05-12,05:06PM,Retailers get tariff relief ahead of key selling periods,0.4767,0.279,0.721,0.0
AMZN,2025-05-12,05:27AM,1 Growth Stock Down 20% to Buy Right Now,0.3818,0.271,0.729,0.0
AMZN,2025-05-12,05:54PM,Stocks to Watch as the U.S. & China Reach a Trade Deal,0.0258,0.109,0.891,0.0
AMZN,2025-05-12,06:00AM,How 'negative' sentiment is driving defensive tech bets,0.0258,0.136,0.864,0.0
AMZN,2025-05-12,06:01PM,"U.S., Chinese Markets Cruise on Cooling Trade Tensions",-0.4019,0.0,0.722,0.278
AMZN,2025-05-12,06:07PM,Amazon Seals New Partnership With FedEx for Delivering Large Packages,0.1779,0.159,0.841,0.0
AMZN,2025-05-12,06:20AM,Should WisdomTree U.S. LargeCap ETF (EPS) Be on Your Investing Radar?,0.0,0.0,1.0,0.0
AMZN,2025-05-12,07:55AM,5 Things to Know Before the Stock Market Opens,0.0,0.0,1.0,0.0
AMZN,2025-05-12,08:09AM,Unlocking Intrinsic Value: Analysis of Amazon.com Inc,0.34,0.286,0.714,0.0
AMZN,2025-05-12,08:26AM,Tech Stocks Rally on US-China Trade Deal,0.0,0.0,1.0,0.0
AMZN,2025-05-12,08:38AM,"Walmart, Target and Amazon are part of Zacks Earnings Preview",0.1779,0.159,0.841,0.0
AMZN,2025-05-12,08:45AM,Secrets behind 'Magnificent 7' surge ahead of Nvidia earnings,0.5994,0.328,0.672,0.0
AMZN,2025-05-12,09:08AM,US-China tariff agreement may add fuel to 'Magnificent 7' stock rally,0.7964,0.441,0.559,0.0
AMZN,2025-05-12,09:10AM,"Amazon Stock Rallies On China Tariff Deal. China E-Commerce Stocks Alibaba, PDD Also Jump.",0.1779,0.116,0.884,0.0
AMZN,2025-05-12,09:46AM,Amazon Stock Surges. Why Its a Mag 7 Outperformer on Tariffs Deal.,0.1779,0.159,0.841,0.0
AMZN,2025-05-12,10:01AM,"Mag 7 rally, airline & pharmaceutical stocks: Trending Tickers",0.0,0.0,1.0,0.0
AMZN,2025-05-12,10:14AM,U.S.-China De-escalation: Markets Rip Higher,0.0,0.0,1.0,0.0
AMZN,2025-05-12,10:49AM,Amazon: BofA says robots/AVs could address 34% of total costs,0.1779,0.159,0.841,0.0
AMZN,2025-05-12,11:03AM,Pre-Markets in the Green on U.S.-China Trade Deal,0.0,0.0,1.0,0.0
AMZN,2025-05-12,11:49AM,"Why Amazon Stock Is Leading the ""Magnificent Seven"" Higher Today After U.S.-China Trade Deal",0.6808,0.318,0.682,0.0
AMZN,2025-05-12,11:56AM,"Nvidia, Amazon, and Tech Stock Investors Got Amazing News on Monday",0.6705,0.379,0.621,0.0
AMZN,2025-05-12,12:07PM,Big News! U.S. and China Trade Deal Shakes Up Markets,0.0,0.0,1.0,0.0
AMZN,2025-05-12,12:26PM,Amazon and Tech Stocks Rally. Stay Cautious.,0.0772,0.21,0.617,0.173
AMZN,2025-05-12,12:46PM,US-China tariff pause may save the year for retailers,0.4939,0.286,0.714,0.0
AMZN,2025-05-13,01:23PM,Amazon and FedEx reach delivery deal following pullback by UPS,0.2023,0.259,0.741,0.0
AMZN,2025-05-13,01:49PM,Trump and MBS Tout $1 Trillion Pledge as Details Remain Elusive,-0.128,0.0,0.87,0.13
AMZN,2025-05-13,02:14PM,"These Stocks Are Moving the Most Today: UnitedHealth, Nvidia, Tesla, First Solar, Coinbase, Palantir, Super Micro, Boeing, Rigetti, and More",0.5994,0.17,0.83,0.0
AMZN,2025-05-13,02:22PM,"S&P 500 to erase losses, FedEx and Amazon deal, Chevron downgrade",-0.25,0.127,0.672,0.201
AMZN,2025-05-13,02:58PM,Amazon partners in $5B joint investment in Saudi Arabia AI capabilities,0.1779,0.145,0.855,0.0
AMZN,2025-05-13,03:00PM,"Which AI Stock, NVIDIA or SoundHound AI, Offers Better Gains?",0.6486,0.398,0.602,0.0
AMZN,2025-05-13,03:05PM,AWS enters into 'strategic partnership' with Saudi Arabia-backed Humain,0.0,0.0,1.0,0.0
AMZN,2025-05-13,03:30PM,Trump Touts Deals With Saudi Arabia,-0.0258,0.0,0.82,0.18
AMZN,2025-05-13,05:04AM,Advanced Micro Devices Stock (AMD) Stuck in Neutral as AI Boom Accelerates,0.0,0.143,0.714,0.143
AMZN,2025-05-13,05:22AM,"Amazon involved in legal action over deaths in 2 states, possible scam in 1",-0.3612,0.201,0.566,0.233
AMZN,2025-05-13,06:00AM,Prediction: 3 Stocks That'll Be Worth More Than Apple 5 Years From Now,0.2263,0.16,0.84,0.0
AMZN,2025-05-13,06:00AM,Amazon launches AI-powered contextual ads at 2nd blockbuster upfront,0.6808,0.444,0.556,0.0
AMZN,2025-05-13,06:01AM,A 'Magnificent' China reset reignites the tech trade,0.0,0.0,1.0,0.0
AMZN,2025-05-13,06:46AM,Tap Mag-7 ETFs on Temporary US-China Trade Truce,0.0,0.0,1.0,0.0
AMZN,2025-05-13,06:53AM,Why Amazon May Never Dip Below $200 Again,0.1779,0.195,0.805,0.0
AMZN,2025-05-13,07:00AM,"Prediction: Amazon Will Beat the Market, Here's How",0.1779,0.195,0.805,0.0
AMZN,2025-05-13,08:11AM,How Should You Play CoreWeave Stock Going Into Q1 Earnings?,0.34,0.211,0.789,0.0
AMZN,2025-05-13,08:19AM,Should You Add Alibaba Stock to Your Portfolio Ahead of Q4 Earnings?,0.0,0.0,1.0,0.0
AMZN,2025-05-13,08:24AM,3 Reasons Why Disney Stock May Be a Smart Buy After Q2 Earnings Beat,0.4019,0.197,0.803,0.0
AMZN,2025-05-13,08:32AM,Amazon.com (AMZN) Slid on Concerns around Tariffs and U.S.-China Trade Tensions,-0.4019,0.0,0.787,0.213
AMZN,2025-05-13,09:00AM,US-China Talks Spark Optimism; Betting Markets See Recession Odds Drop,0.128,0.331,0.368,0.301
AMZN,2025-05-13,09:46AM,"Amazon Takes A Further Bite Out Of The Big Apple, Closing Purchase Of 600,000 Square Feet At 522 Fifth Ave.",0.1779,0.086,0.914,0.0
AMZN,2025-05-13,10:00AM,"With UPS Out, Amazon Turns to FedEx",0.1779,0.221,0.779,0.0
AMZN,2025-05-13,10:36AM,Amazon taps FedEx for big-and-bulky residential deliveries,0.1779,0.221,0.779,0.0
AMZN,2025-05-13,10:45AM,Trump begins four-day trip to Middle East in Saudi Arabia,0.0,0.0,1.0,0.0
AMZN,2025-05-13,11:15AM,"Amazon.com, Inc. (AMZN): A Bull Case Theory",0.0,0.0,1.0,0.0
AMZN,2025-05-13,11:25AM,Should You Hold or Sell The Trade Desk Stock Post Q1 Earnings?,0.0,0.0,1.0,0.0
AMZN,2025-05-13,11:43AM,FedEx Exec: Amazon Delivery Partnership Will Push Up Our Yield,0.1779,0.159,0.841,0.0
AMZN,2025-05-13,11:58AM,Amazon And Meta Stock Add To Gains After Trump Slashes Tariffs On 'De Minimis' China Shipments,0.3182,0.217,0.688,0.095
AMZN,2025-05-13,12:09PM,AWS and HUMAIN Announce Groundbreaking AI Zone to Accelerate AI Adoption in Saudi Arabia and Globally,0.0,0.0,1.0,0.0
AMZN,2025-05-13,12:19PM,"Is META Stock's 24.18X PE Still Worth it? Buy, Sell, or Hold?",0.3094,0.17,0.83,0.0
AMZN,2025-05-13,12:30PM,Microsoft is cutting 3% of its workforce with across-the-board layoffs,-0.128,0.0,0.857,0.143
AMZN,2025-05-13,12:36PM,C3.ai vs. UiPath: Which AI Automation Stock Is the Better Buy in 2025?,0.4404,0.195,0.805,0.0
AMZN,2025-05-13,12:48PM,Screening for Buffett Stocks,0.0,0.0,1.0,0.0
GOOGL,2025-05-09,01:12PM,Google pays $50M to settle Black former recruiters class-action bias lawsuit,-0.3182,0.0,0.732,0.268
GOOGL,2025-05-09,01:48PM,"Trade Tracker: Kevin Simpon trims Alphabet, sells Vertex and buys Palantir",0.0,0.0,1.0,0.0
GOOGL,2025-05-09,02:06PM,How the Google Antitrust Trial Is Already Changing Online Search,0.0,0.0,1.0,0.0
GOOGL,2025-05-09,03:04PM,Mexico sues Google for labeling Gulf of Mexico as 'Gulf of America',0.0,0.0,1.0,0.0
GOOGL,2025-05-09,03:27PM,"Microsoft, Amazon, Google Ride AI Cloud Surge",0.1779,0.221,0.779,0.0
GOOGL,2025-05-09,04:23PM,Alphabet Shares Take $138 Billion Blow as Search Warnings Blare,0.0,0.177,0.645,0.177
GOOGL,2025-05-09,04:35PM,"Google I/O 2025: What to expect, including updates to Gemini and Android 16",0.0,0.0,1.0,0.0
GOOGL,2025-05-09,06:47PM,Chart Master: Charting GOOGL after a rough week,0.0,0.0,1.0,0.0
GOOGL,2025-05-09,07:31PM,Google will pay $1.4 billion to Texas to settle claims the company collected data on users without permission,-0.1027,0.0,0.924,0.076
GOOGL,2025-05-09,07:36PM,Google will pay Texas $1.4B to settle claims the company collected users' data without permission,-0.1027,0.0,0.909,0.091
GOOGL,2025-05-09,08:28PM,"2 Intriguing Internet Stocks to Buy Now: TRVG, UPWK",0.0,0.0,1.0,0.0
GOOGL,2025-05-10,01:27PM,Well-Known Investor Is Leaning Towards Holding Alphabet Inc. (GOOG) Stock,0.0,0.0,1.0,0.0
GOOGL,2025-05-10,02:17PM,Analysts reboot Uber stock price targets after earnings,0.0,0.0,1.0,0.0
GOOGL,2025-05-10,04:45PM,Alphabet Stock Sell-Off: 4 Reasons Why You Shouldn't Panic About Google Search,0.4023,0.213,0.787,0.0
GOOGL,2025-05-10,05:30AM,Investing.coms stocks of the week,0.0,0.0,1.0,0.0
GOOGL,2025-05-10,05:30AM,The Giants of Silicon Valley Are Having a Midlife Crisis Over AI,-0.6249,0.0,0.709,0.291
GOOGL,2025-05-10,05:45AM,Prediction: 3 Stocks That Will Be Worth More Than Palantir Technologies 5 Years From Now,0.2263,0.137,0.863,0.0
GOOGL,2025-05-10,07:00AM,"Trump makes a deal, Bill Gates on Elon Musk's DOGE, and an airport melts down: Business news roundup",0.0,0.0,1.0,0.0
GOOGL,2025-05-10,07:00AM,MarketBeat Week in Review - 05/05 - 05/09,0.0,0.0,1.0,0.0
GOOGL,2025-05-10,07:00AM,"A Google stock panic, Microsoft vs. Amazon, and Jamie Dimon on tariffs: Markets news roundup",-0.3818,0.1,0.706,0.194
GOOGL,2025-05-10,08:00AM,A lot changed this week at OpenAI. Elon Musk calls it a 'facade.',0.0,0.0,1.0,0.0
GOOGL,2025-05-10,09:00AM,"The case against Google, Nvidia's chip win, and Mark Zuckerberg's AI friends: Tech news roundup",0.7845,0.347,0.653,0.0
GOOGL,2025-05-10,12:03PM,"Apple Wants Its $20 Billion, and Is Willing to Throw Google Under the Bus to Keep It",0.0,0.0,1.0,0.0
GOOGL,2025-05-11,01:08AM,"Google to pay Texas $1.4B to settle claims of unauthorized tracking, collecting of private data",-0.1027,0.0,0.909,0.091
GOOGL,2025-05-11,04:46AM,My 3 Top Stocks Down 20% or More to Buy Hand Over Fist Right Now,0.6444,0.305,0.695,0.0
GOOGL,2025-05-11,05:00AM,"Walmart, Cisco, Alibaba, Petrobras: Stocks to watch this week",0.0,0.0,1.0,0.0
GOOGL,2025-05-11,05:52AM,Stock-Split Watch: Is Alphabet Next?,0.0,0.0,1.0,0.0
GOOGL,2025-05-11,09:00AM,"The tech that defined the modern internet is changing, and Silicon Valley is finally admitting it",0.0,0.0,1.0,0.0
GOOGL,2025-05-11,09:00AM,"Google Search, Facebook and the iPhone may not last forever. And Silicon Valley is finally admitting it",0.0,0.0,1.0,0.0
GOOGL,2025-05-11,10:15AM,Here's Why I'm Not Too Worried for Alphabet Despite Apple's Potential New AI-Powered Safari Search,0.2235,0.119,0.881,0.0
GOOGL,2025-05-11,12:01PM,"Google To Fund Three Nuclear Sites, Says The Move Will Allow Them To 'Move At The Speed Required To Meet This Moment Of AI And American Innovation'",0.5423,0.153,0.847,0.0
GOOGL,2025-05-12,01:00PM,Google launches new initiative to back startups building AI,0.0,0.0,1.0,0.0
GOOGL,2025-05-12,02:15PM,Apple to Lean on AI Tool to Help iPhone Battery Life for Devices in iOS 19,0.4019,0.153,0.847,0.0
GOOGL,2025-05-12,03:00PM,Here's Why D-Wave Stock Promises High Growth and Is a Buy,0.6369,0.394,0.606,0.0
GOOGL,2025-05-12,03:02PM,Google I/O 2025: How to watch all the AI and Android reveals,0.0,0.0,1.0,0.0
GOOGL,2025-05-12,03:05PM,"Perplexity AI Looks to Raise $500 Million, Increasing the Pressure on Google Search",-0.296,0.0,0.845,0.155
GOOGL,2025-05-12,04:00PM,Tesla to Debut Self-Driving Taxi in June as Robotaxi Wars Begin,-0.5574,0.0,0.735,0.265
GOOGL,2025-05-12,05:44AM,Italys Moltiply sues Google for $3.34bn,0.0,0.0,1.0,0.0
GOOGL,2025-05-12,05:54PM,Stocks to Watch as the U.S. & China Reach a Trade Deal,0.0258,0.109,0.891,0.0
GOOGL,2025-05-12,06:20AM,Should WisdomTree U.S. LargeCap ETF (EPS) Be on Your Investing Radar?,0.0,0.0,1.0,0.0
GOOGL,2025-05-12,06:32PM,"Google is developing software AI agent ahead of annual conference, The Information reports",0.0,0.0,1.0,0.0
GOOGL,2025-05-12,07:17AM,UniCredit signs 10-year cloud and AI deal with Google Cloud,0.0,0.0,1.0,0.0
GOOGL,2025-05-12,07:45AM,Google Cloud to power UniCredits digital transformation,0.0,0.0,1.0,0.0
GOOGL,2025-05-12,08:00PM,"Samsung beats Apple to punch, launches ultrathin Galaxy S25 Edge months before the 'iPhone Air'",0.0,0.0,1.0,0.0
GOOGL,2025-05-12,08:09AM,Alphabet Inc: An Exploration into Its Intrinsic Value,0.5106,0.417,0.583,0.0
GOOGL,2025-05-12,08:12AM,Google to pay Texas $1.38bn in data-privacy settlement,-0.1027,0.0,0.833,0.167
GOOGL,2025-05-12,08:26AM,Tech Stocks Rally on US-China Trade Deal,0.0,0.0,1.0,0.0
GOOGL,2025-05-12,08:31AM,"Tesla, Amazon stocks lead 'Magnificent Seven' surge after US-China temporary trade truce",0.6808,0.359,0.641,0.0
GOOGL,2025-05-12,08:31AM,"Amazon, Tesla stocks lead 'Magnificent Seven' surge after US-China temporary trade truce",0.6808,0.359,0.641,0.0
GOOGL,2025-05-12,08:31AM,"Amazon, Tesla stocks lead 'Magnificent 7' surge after US-China temporary trade truce",0.6808,0.359,0.641,0.0
GOOGL,2025-05-12,08:45AM,Secrets behind 'Magnificent 7' surge ahead of Nvidia earnings,0.5994,0.328,0.672,0.0
GOOGL,2025-05-12,09:00AM,Chegg to lay off 22% of workforce as AI tools shake up edtech industry,-0.1779,0.0,0.884,0.116
GOOGL,2025-05-12,09:08AM,US-China tariff agreement may add fuel to 'Magnificent 7' stock rally,0.7964,0.441,0.559,0.0
GOOGL,2025-05-12,09:08AM,"GOOGL, META, MSFT: 3 Promising AI Giants With Attractive Valuations",0.6808,0.444,0.556,0.0
GOOGL,2025-05-12,10:01AM,"Mag 7 rally, airline & pharmaceutical stocks: Trending Tickers",0.0,0.0,1.0,0.0
GOOGL,2025-05-12,10:23AM,"Time For Complete Alphabet Breakup To Boost Google Stock, Says Analyst",0.4019,0.213,0.787,0.0
GOOGL,2025-05-12,10:33PM,AI effect prompts Google parent stock-rating tweak,0.0,0.0,1.0,0.0
GOOGL,2025-05-12,11:58AM,Google Launches AI-Based 3D Asset Generation for Shopping Listings,0.3612,0.238,0.762,0.0
GOOGL,2025-05-12,12:30PM,"The 2 Best Stocks to Invest $1,000 in Right Now",0.6369,0.344,0.656,0.0
GOOGL,2025-05-13,01:00PM,Google has a solution for those unpaid toll text scams,-0.3612,0.176,0.534,0.29
GOOGL,2025-05-13,01:00PM,Google Unveils Major Android Redesign Ahead of iPhone Overhaul,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,01:00PM,Google's bringing Gemini to your car with Android Auto,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,01:00PM,Google is bringing Gemini to Wear OS smartwatches and Google TV,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,01:00PM,Google announces new security features for Android for protection against scam and theft,-0.3182,0.14,0.643,0.216
GOOGL,2025-05-13,01:06PM,Google announces 1B+ RCS messages sent in the US daily,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,01:07PM,Google's Find My Device becomes Find Hub amid expansion,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,01:11PM,Google needs 'big bang breakup' that would value its businesses at $3.7 trillion as AI threatens Search: Analyst,-0.0516,0.114,0.762,0.124
GOOGL,2025-05-13,01:25PM,"Nvidia Leads Chips Stocks Higher on Optimism About New Partnerships, Trade Deals",0.5423,0.241,0.759,0.0
GOOGL,2025-05-13,01:49PM,Trump and MBS Tout $1 Trillion Pledge as Details Remain Elusive,-0.128,0.0,0.87,0.13
GOOGL,2025-05-13,02:02PM,"Final Trades: Uber, Alphabet, Banco Santander and Leidos Holdings",0.0,0.0,1.0,0.0
GOOGL,2025-05-13,02:50PM,"Mag 7 is like a 'boy band that broke up,' Alphabet to go solo",-0.0772,0.163,0.654,0.183
GOOGL,2025-05-13,03:00AM,"Nvidia Has Plenty of Runway, This Hedge Fund Legend Says. Why Hes Less Enthused About Apple and Google.",0.4033,0.137,0.863,0.0
GOOGL,2025-05-13,03:00PM,"Which AI Stock, NVIDIA or SoundHound AI, Offers Better Gains?",0.6486,0.398,0.602,0.0
GOOGL,2025-05-13,03:30PM,Trump Touts Deals With Saudi Arabia,-0.0258,0.0,0.82,0.18
GOOGL,2025-05-13,03:45AM,"Google Parent Alphabet Is Now the Cheapest ""Magnificent Seven"" Stock. You Might Be Surprised Which Stock Ranks Second.",0.7003,0.266,0.734,0.0
GOOGL,2025-05-13,04:45AM,Is Alphabet Stock a Buy Now?,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,05:04AM,Advanced Micro Devices Stock (AMD) Stuck in Neutral as AI Boom Accelerates,0.0,0.143,0.714,0.143
GOOGL,2025-05-13,06:00AM,Where Will Alphabet Be in 5 Years?,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,06:00AM,Prediction: 3 Stocks That'll Be Worth More Than Apple 5 Years From Now,0.2263,0.16,0.84,0.0
GOOGL,2025-05-13,06:01AM,A 'Magnificent' China reset reignites the tech trade,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,06:26AM,Perplexity AI in late-stage talks to raise $500m at $14bn valuation,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,06:32AM,Stock Markets Rally Out of Trump Tariff Slump. This Is the Next Catalyst.,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,06:46AM,Tap Mag-7 ETFs on Temporary US-China Trade Truce,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,06:49AM,Google Facing at Least 12 Billion in Civil Claims Across Europe,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,08:43AM,"Major social media platforms fail to protect LGBTQ users, advocacy group GLAAD says",-0.2263,0.152,0.643,0.205
GOOGL,2025-05-13,09:16AM,International Markets and Alphabet (GOOGL): A Deep Dive for Investors,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,09:34AM,Wedbush Drops Alphabet (GOOGL) From Top Picks Over AI Concerns,0.2023,0.167,0.833,0.0
GOOGL,2025-05-13,10:05AM,Break Up Alphabet? It May Be the Only Way Forward for Google Stock.,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,10:09AM,"The Zacks Analyst Blog Highlights Alphabet, Meta Platforms and Microsoft",0.0,0.0,1.0,0.0
GOOGL,2025-05-13,10:43AM,Best EV & AV Stocks to Electrify Your Portfolio Now,0.6369,0.344,0.656,0.0
GOOGL,2025-05-13,10:44AM,"Veteran Investor Trims Alphabet Inc. (GOOG) Stake, Predicts GOOGL's Ad Revenue Will Fall",0.0,0.0,1.0,0.0
GOOGL,2025-05-13,10:54AM,"CPI print is 'a yawn,' signaling data is holding up despite tariffs",0.0,0.0,1.0,0.0
GOOGL,2025-05-13,11:25AM,Should You Hold or Sell The Trade Desk Stock Post Q1 Earnings?,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,11:36AM,Perplexity AI valuation climbs to $14B in funding round: WSJ,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,12:00PM,"AI startup Perplexitys valuation surges to $14B in new funding round, WSJ says",0.0,0.0,1.0,0.0
GOOGL,2025-05-13,12:05PM,Well-Known Investor Defends Alphabet Inc. (GOOGL) Stock,0.0,0.0,1.0,0.0
GOOGL,2025-05-13,12:10PM,"Big Tech commits $80B, ESPN streaming, Microsoft layoffs",0.0258,0.136,0.864,0.0
GOOGL,2025-05-13,12:19PM,"Is META Stock's 24.18X PE Still Worth it? Buy, Sell, or Hold?",0.3094,0.17,0.83,0.0
GOOGL,2025-05-13,12:30AM,Traders Slash RBA Easing Bets as US-China De-Escalate on Tariffs,-0.0258,0.165,0.661,0.174
GOOGL,2025-05-13,12:36PM,C3.ai vs. UiPath: Which AI Automation Stock Is the Better Buy in 2025?,0.4404,0.195,0.805,0.0
INTC,2025-04-26,06:45AM,What Moved Markets This Week,0.0,0.0,1.0,0.0
INTC,2025-04-26,10:22AM,Jim Cramer After Taiwan Semi (TSM) US Plans: 'Who The Heck Needs Intel (INTC)?',0.0,0.0,1.0,0.0
INTC,2025-04-26,12:20PM,"China weighs U.S. tariff exemptions, Alphabet reports Q1 beat: Morning Buzz",0.0,0.0,1.0,0.0
INTC,2025-04-27,05:15PM,Intel: Now Or Never,0.0,0.0,1.0,0.0
INTC,2025-04-27,09:00AM,Intel: Is Hope Enough? I Wouldn't Bet On It (Upgrade To Hold),0.4404,0.225,0.775,0.0
INTC,2025-04-27,09:02AM,"Intel: Buy, Sell Or Hold After Earnings?",0.0,0.0,1.0,0.0
INTC,2025-04-27,10:06PM,Intel Q1: An Undervalued Long-Term Winner In America's AI Age,0.5859,0.297,0.703,0.0
INTC,2025-04-28,01:01AM,Intel: It Could Get Worse Before It Gets Better,-0.0516,0.223,0.538,0.238
INTC,2025-04-28,01:07PM,What To Expect In The April 2025 Job Report On Friday,0.0,0.0,1.0,0.0
INTC,2025-04-28,01:40PM,Apple to report second quarter earnings as tariff uncertainty clouds Big Tech outlook,-0.34,0.0,0.833,0.167
INTC,2025-04-28,03:00PM,"Intel's Struggles Continue, but Is a Turnaround Near?",-0.1901,0.0,0.774,0.226
INTC,2025-04-28,03:03AM,Heard on the Street Friday Recap: Alphabet Spells Gains,0.34,0.231,0.769,0.0
INTC,2025-04-28,03:07AM,Qorvo (QRVO) Q1 Earnings Report Preview: What To Look For,0.0,0.0,1.0,0.0
INTC,2025-04-28,06:45AM,Is It Too Late for Intel to Strike Back Against AMD?,-0.128,0.0,0.87,0.13
INTC,2025-04-28,08:00AM,Intel: The Buy And Hold Story They Didn't Tell You About,0.0,0.0,1.0,0.0
INTC,2025-04-28,10:21AM,Should You Buy Super Micro Computer Stock Before Q3 Earnings?,0.5994,0.302,0.698,0.0
INTC,2025-04-28,10:28AM,"Intel Q1: New CEO, New Problems",-0.4019,0.0,0.649,0.351
